CustomerId,Geography,Gender,Age,Tenure,Balance,EstimatedSalary,NumOfProducts,Credit_Card_Status,Engagement_Status,Product_Depth_Segment,Customer_Risk_Segment,Retention_Priority_Segment,Relationship_Strength_Index,Relationship_Strength_Tier,Retention_Strength_Score,Retention_Strength_Tier,Churn_Status
15717398,Spain,Female,39,7,0.0,81259.25,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15633043,Spain,Female,39,6,0.0,38410.74,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15711834,Spain,Female,30,6,0.0,67997.13,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15800062,Spain,Male,49,8,0.0,25867.67,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15733777,France,Male,44,8,0.0,65501.91,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15796910,Spain,Female,57,7,0.0,84106.17,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15793455,Spain,Female,55,6,0.0,91943.94,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15633213,Spain,Male,50,8,0.0,144366.83,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15737998,France,Male,46,8,0.0,126511.94,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15664547,France,Male,37,7,0.0,32863.24,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,0.0,Critical Retention Risk,Churned
15647385,Spain,Male,56,4,99340.83,4523.74,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15677310,Germany,Male,62,5,98854.34,86920.97,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15803121,France,Male,51,5,97565.74,144184.06,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15603135,Germany,Female,59,3,95727.05,97939.4,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15605534,Germany,Female,51,4,95560.04,72628.84,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15761554,France,Male,54,4,89299.81,5558.47,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15570379,Spain,Male,51,3,88827.53,85250.77,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15702801,France,Female,29,3,86616.35,91903.9,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15616221,France,Female,29,4,85646.81,63233.02,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15566030,Germany,Male,41,5,80542.81,88729.22,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15745326,France,Female,62,3,75051.49,17682.02,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15620981,France,Female,48,3,73309.38,21228.34,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15756026,Spain,Female,46,9,0.0,14679.81,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15772243,France,Female,33,9,0.0,142797.5,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15807163,France,Female,38,10,0.0,52337.97,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15797165,France,Male,56,9,0.0,85547.33,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15590349,France,Female,36,9,0.0,3749.0,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15594612,Spain,Male,44,9,0.0,59207.41,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,30,Weak Relationship,0.0,Critical Retention Risk,Churned
15806438,Germany,Female,42,2,123331.36,103516.08,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15788480,Germany,Female,33,0,122325.58,34712.34,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15586133,Germany,Female,44,2,122314.5,68574.88,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15732061,Germany,Female,45,1,121874.89,6865.41,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15640454,Germany,Male,40,0,120711.73,27345.18,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15595842,Germany,Male,45,2,119852.01,73853.94,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15595728,Germany,Male,41,0,119276.31,122284.38,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15767264,Germany,Male,53,1,117438.17,74898.8,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15713826,Germany,Female,20,0,117356.19,113557.7,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15707322,France,Female,48,2,115290.27,98912.69,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15715750,Germany,Female,44,2,113063.83,53072.49,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15806956,Spain,Male,30,1,112666.67,11710.4,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15791867,Germany,Male,44,2,108895.93,69228.2,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15799635,Spain,Male,51,2,108867.0,140800.66,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15682268,Germany,Female,26,1,108348.66,60231.74,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15617486,France,Male,52,1,106723.28,109960.4,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15718242,Germany,Female,47,1,104887.43,86622.56,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15667438,France,Female,38,1,104016.88,22068.83,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15644361,France,Female,40,1,103549.24,9712.52,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15812198,Germany,Male,48,1,100900.5,33310.72,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15657349,Germany,Female,50,8,98173.02,22457.25,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15742272,France,Female,44,8,96418.09,131609.48,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15642821,Spain,Female,48,8,95808.19,137702.01,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15664001,Germany,Female,53,8,95231.91,70140.8,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15779492,Spain,Male,56,6,94231.13,121164.6,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15596671,Spain,Female,42,8,91611.12,144675.3,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15745083,Germany,Male,59,8,91415.76,27965.0,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15637876,Germany,Female,36,6,77253.5,35817.97,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15694860,France,Female,38,6,68065.8,138777.0,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15710689,Spain,Male,40,6,63609.92,74965.61,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,35,Weak Relationship,0.0,Critical Retention Risk,Churned
15651674,Spain,Female,54,2,0.0,191763.07,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,15,Very Weak Relationship,1.0,Critical Retention Risk,Churned
15596455,Spain,Female,45,2,0.0,197789.83,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,15,Very Weak Relationship,1.0,Critical Retention Risk,Churned
15725945,Spain,Female,42,2,0.0,162734.31,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,15,Very Weak Relationship,1.0,Critical Retention Risk,Churned
15689781,France,Female,49,0,0.0,178709.98,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,15,Very Weak Relationship,1.0,Critical Retention Risk,Churned
15604138,Spain,Male,34,2,0.0,174189.04,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,15,Very Weak Relationship,1.0,Critical Retention Risk,Churned
15651264,Germany,Male,51,4,124425.99,118545.49,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15756610,Germany,Female,38,5,123770.46,47019.66,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15788215,Spain,Female,30,5,122924.75,62390.59,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15659736,Germany,Male,66,5,121411.9,10070.4,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15677288,France,Male,50,3,121159.65,4033.39,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15689980,Spain,Female,36,4,118520.26,131173.9,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15787470,Spain,Male,47,3,116528.15,145704.19,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15601857,Germany,Female,46,4,115518.07,76544.9,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15706163,Germany,Male,46,4,113625.93,92727.42,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15720559,Germany,Female,61,5,110368.03,11384.45,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15591107,Germany,Female,68,3,110357.0,141977.54,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15711455,Germany,Female,36,4,109044.6,94554.74,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15758023,Germany,Male,47,5,105245.21,99922.08,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15739592,Germany,Female,51,10,98438.23,70778.63,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15722991,France,Male,54,9,96402.96,52035.29,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15674678,Germany,Female,43,9,79120.27,548.52,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15800434,Germany,Male,52,10,76915.4,146359.81,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15756920,France,Male,63,9,70655.48,78955.8,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,40,Weak Relationship,1.0,Critical Retention Risk,Churned
15794580,France,Male,58,4,0.0,176407.15,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,20,Very Weak Relationship,3.0,Critical Retention Risk,Churned
15730038,France,Female,23,5,0.0,164128.41,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,20,Very Weak Relationship,3.0,Critical Retention Risk,Churned
15711789,Spain,Female,42,3,0.0,161242.99,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,20,Very Weak Relationship,3.0,Critical Retention Risk,Churned
15807563,France,Female,52,5,0.0,183239.71,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,20,Very Weak Relationship,3.0,Critical Retention Risk,Churned
15569666,France,Female,45,4,0.0,172674.36,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,20,Very Weak Relationship,3.0,Critical Retention Risk,Churned
15640074,Spain,Female,47,5,0.0,166650.9,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,20,Very Weak Relationship,3.0,Critical Retention Risk,Churned
15622985,France,Female,39,4,0.0,172939.3,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,20,Very Weak Relationship,3.0,Critical Retention Risk,Churned
15704168,Germany,Male,38,8,127475.24,60775.76,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15603096,France,Male,33,6,125789.69,66333.56,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15674541,Spain,Male,52,8,123925.23,111342.66,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15747757,Germany,Female,58,8,118723.11,6209.51,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15721007,Germany,Male,33,8,115130.34,129525.5,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15780909,Germany,Male,34,7,115101.5,57841.89,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15769703,Germany,Female,45,8,111257.59,97623.42,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15774192,Germany,Female,38,8,105435.74,80575.44,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15718765,Spain,Male,43,6,104533.24,81123.59,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15724251,Germany,Female,29,6,101012.77,32589.89,1,No Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,45,Weak Relationship,3.0,Critical Retention Risk,Churned
15709016,Germany,Female,47,1,91219.29,158845.49,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15663706,France,Female,32,2,0.0,136458.19,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15725679,France,Female,47,6,0.0,194998.34,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15776780,France,Male,59,1,0.0,70649.64,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15665956,France,Female,46,1,0.0,71244.59,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15730076,France,Male,45,1,0.0,67740.08,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15745295,Spain,Female,31,0,0.0,121751.04,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15712403,France,Female,61,1,0.0,61108.56,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15743411,Spain,Male,61,1,0.0,22447.85,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15644200,Spain,Female,42,1,0.0,16500.66,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15748797,Spain,Female,33,0,0.0,92277.47,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15780254,France,Male,40,6,0.0,183872.88,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15769216,France,Female,43,2,0.0,49713.87,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15787529,Spain,Male,38,0,0.0,65986.48,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15704583,France,Male,56,2,0.0,114522.68,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15619653,France,Male,47,2,0.0,35046.97,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15725794,France,Female,49,1,0.0,116249.72,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15664907,France,Male,47,1,0.0,21312.16,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15651352,France,Female,38,2,0.0,146388.85,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15809137,France,Male,29,6,0.0,198376.02,1,No Credit Card,Inactive Member,Single Product,At-Risk Premium,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15809320,Spain,Female,52,0,0.0,31726.76,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15691785,France,Male,61,1,0.0,53067.83,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15676404,France,Female,50,1,0.0,12106.82,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15735270,Spain,Male,47,2,0.0,48161.18,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
15758901,Spain,Female,47,1,0.0,107825.08,1,Has Credit Card,Inactive Member,Single Product,Inactive Single-Product Risk,Already Churned,25,Very Weak Relationship,5.0,Critical Retention Risk,Churned
